"SUMA EXPRESS FUENLABRADA","","","","","","","","","","","","","","","",""
"Calle Almeania 4 LOCAL","","","","","","","","","","","","","","","",""
"CP:","28943","","","","","","","","","","","","","","",""
"Telf:","932924824","","","","","","","","","","","","","","",""
"Web:","","","","","","","","","","","","","","","",""
"Email:","","","","","","","","","","","","","","","",""
"Infome Artículos Activos Con Stock Negativo","","","","","","","","","","","","","","","",""
"Sección:","","Familia:","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","",""
"Código","Descripción","","Stock Fís.","","Punto Ped.","","Stock Obj.","Sección","","Dscr. Sección","","Familia","Dscr. Familia","","",""
"055544","DETERG.ARIEL BASICO LIQ.2X60D 120D","","-1","","1","","1","A3 ","","PERF/DROG/BAZAR","","A5 ","DETERGENTES ROPA","","",""
"096256","DETERG.ARIEL PODS 18D","","-1","","1","","3","A3 ","","PERF/DROG/BAZAR","","A5 ","DETERGENTES ROPA","","",""
"218189","DETERG. DIXAN GEL 55D","","-2","","1","","3","A3 ","","PERF/DROG/BAZAR","","A5 ","DETERGENTES ROPA","","",""
"007299","ANTIPOLILLAS ORION BOLAS 20U","","-4","","3","","32","A3 ","","PERF/DROG/BAZAR","","BC ","INSECTICIDAS PARA EL HOGAR","","",""
"010627","INSECT.MICAL CUCA.400ML","","-2","","3","","15","A3 ","","PERF/DROG/BAZAR","","BC ","INSECTICIDAS PARA EL HOGAR","","",""
"206091","INSECT.CUCAL CEBO CUCA.6U","","-1","","2","","12","A3 ","","PERF/DROG/BAZAR","","BC ","INSECTICIDAS PARA EL HOGAR","","",""
"213722","INSECT.MICAL ELEC.S/OLOR REC.33ML","","-5","","4","","24","A3 ","","PERF/DROG/BAZAR","","BC ","INSECTICIDAS PARA EL HOGAR","","",""
"050529","AMBIENT.A.WICK NENUCO ELEC.REC.","","-2","","2","","6","A3 ","","PERF/DROG/BAZAR","","BD ","AMBIENTADORES","","",""
"060538","AMBIENT.A.WICK FM DEL.VERANO REC","","-2","","2","","6","A3 ","","PERF/DROG/BAZAR","","BD ","AMBIENTADORES","","",""
"094566","CHAMPU MICADERM CAB.TEÑIDO 500ML","","-2","","2","","6","A3 ","","PERF/DROG/BAZAR","","BH ","PRODUCTOS CAPILARES","","",""
"214716","CHAMPU H&S CITRUS 510ML","","-1","","2","","6","A3 ","","PERF/DROG/BAZAR","","BH ","PRODUCTOS CAPILARES","","",""
"037669","LECHE CORPORAL MICADERM ALOE 400ML","","-1","","3","","10","A3 ","","PERF/DROG/BAZAR","","BM ","PRODUCTOS CORPORALES","","",""
"074572","PAÑUELO MICADERM MINI 10U P-15","","-8","","6","","20","A3 ","","PERF/DROG/BAZAR","","BR ","DESECHABLES PERFUMERIA E ","","",""
"083917","CHOCO.MILKA CHIPS AHOY 100G","","-16","","4","","22","AQ ","","ALIM. Y BEBIDAS","","I6 ","CHOCOLATES","","",""
"202948","CHOCO.VALOR LECHE ALM.S/AZUC.150G","","-9","","3","","5","AQ ","","ALIM. Y BEBIDAS","","I6 ","CHOCOLATES","","",""
"207421","SNACK SNICKERS CHOCO.MP-3U","","-16","","4","","17","AQ ","","ALIM. Y BEBIDAS","","I6 ","CHOCOLATES","","",""
"213601","CHOCO.NESTLE JUNGLY WHITE 125G","","-1","","4","","18","AQ ","","ALIM. Y BEBIDAS","","I6 ","CHOCOLATES","","",""
"8000181","AZUCAR AZUCARERA 1K","","-6","","5","","10","AQ ","","ALIM. Y BEBIDAS","","I8 ","AZÚCAR Y EDULCORANTES","","",""
"030447","SCHWEPPES LIMON LATA 33CL","","-6","","8","","24","AQ ","","ALIM. Y BEBIDAS","","J2 ","BEBIDAS REFRESCANTES","","",""
"Infome Artículos Activos Con Stock Negativo","","","","","","","","","","","","","","","",""
"Sección:","","Familia:","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","",""
"Código","Descripción","","Stock Fís.","","Punto Ped.","","Stock Obj.","Sección","","Dscr. Sección","","Familia","Dscr. Familia","","",""
"030458","COCACOLA LATA 33CL","","-20","","24","","48","AQ ","","ALIM. Y BEBIDAS","","J2 ","BEBIDAS REFRESCANTES","","",""
"033236","BEB.ENERG.MONSTER ENERGY 50CL","","-10","","8","","24","AQ ","","ALIM. Y BEBIDAS","","J2 ","BEBIDAS REFRESCANTES","","",""
"045127","COCACOLA ZERO ZERO PET 2L","","-3","","4","","6","AQ ","","ALIM. Y BEBIDAS","","J2 ","BEBIDAS REFRESCANTES","","",""
"047093","TONICA SCHWEPPES LATA 25CL","","-21","","8","","24","AQ ","","ALIM. Y BEBIDAS","","J2 ","BEBIDAS REFRESCANTES","","",""
"081989","BEB.ENERG.MONSTER WHITE 50CL","","-9","","8","","24","AQ ","","ALIM. Y BEBIDAS","","J2 ","BEBIDAS REFRESCANTES","","",""
"210795","PEPSI ZERO PET 1,75L","","-5","","3","","6","AQ ","","ALIM. Y BEBIDAS","","J2 ","BEBIDAS REFRESCANTES","","",""
"218617","RED BULL BAYA JUNIO LATA 25CL","","-4","","8","","24","AQ ","","ALIM. Y BEBIDAS","","J2 ","BEBIDAS REFRESCANTES","","",""
"029678","NECTAR JUVER DISFRUTA NARAN.EXPR.2L","","-9","","3","","6","AQ ","","ALIM. Y BEBIDAS","","J3 ","ZUMOS","","",""
"058337","ZUMO D.SIMON FUNC.FRE./PLA.200MLP-6","","-3","","3","","5","AQ ","","ALIM. Y BEBIDAS","","J3 ","ZUMOS","","",""
"061150","ZUMO JUVER MANZ.100% BRICK 1L","","-3","","3","","12","AQ ","","ALIM. Y BEBIDAS","","J3 ","ZUMOS","","",""
"023825","CERVEZA E.GALICIA LATA 33CL 5.5º","","-5","","12","","24","AQ ","","ALIM. Y BEBIDAS","","J4 ","CERVEZAS","","",""
"030175","CERVEZA MAHOU CLAS.LATA 50CL","","-18","","12","","24","AQ ","","ALIM. Y BEBIDAS","","J4 ","CERVEZAS","","",""
"030176","CERVEZA MAHOU CLAS.1L 4.8º","","-6","","6","","12","AQ ","","ALIM. Y BEBIDAS","","J4 ","CERVEZAS","","",""
"030214","CERVEZA MAHOU CLAS.33CL 4.8º","","-1454","","24","","48","AQ ","","ALIM. Y BEBIDAS","","J4 ","CERVEZAS","","",""
"203402","CERVEZA S.MIGUEL MAGNA LA.33CL 5.7º","","-2","","8","","24","AQ ","","ALIM. Y BEBIDAS","","J4 ","CERVEZAS","","",""
"206578","CERVEZA MAHOU CL.LAT.33CL P-12 4.8º","","-44","","2","","4","AQ ","","ALIM. Y BEBIDAS","","J4 ","CERVEZAS","","",""
"048659","TINTO VERANO LA CASERA LIMON 33CL8º","","-9","","12","","24","AQ ","","ALIM. Y BEBIDAS","","J5 ","VINOS","","",""
"088540","VINO CORTIJANO RIOJA TTO.75CL 14.5º","","-3","","2","","6","AQ ","","ALIM. Y BEBIDAS","","J5 ","VINOS","","",""
"216265","VINO D.SIMON BCO.18,7CL P-3  11.5º","","-16","","3","","7","AQ ","","ALIM. Y BEBIDAS","","J5 ","VINOS","","",""
"045222","WHISKY J.WALKER RED T.I.70CL 40º","","-2","","2","","6","AQ ","","ALIM. Y BEBIDAS","","J7 ","ALCOHÓLICAS ALTA GRADUACIÓN","","",""
"006932","KETCHUP GOURMET 300G","","-1","","3","","6","AQ ","","ALIM. Y BEBIDAS","","JA ","SALSAS","","",""
"008340","TOMATE GOURMET FRITO FCO.350G","","-4","","5","","12","AQ ","","ALIM. Y BEBIDAS","","JA ","SALSAS","","",""
"8000861","VINAGRE GOURMET BCO.1L","","-3","","4","","6","AQ ","","ALIM. Y BEBIDAS","","JB ","SAL, VINAGRE Y ESPECIAS","","",""
"007018","GALL.PRINCIPE BEUKELAER 300G 3+1U","","-1","","2","","6","AQ ","","ALIM. Y BEBIDAS","","JD ","GALLETAS","","",""
"Infome Artículos Activos Con Stock Negativo","","","","","","","","","","","","","","","",""
"Sección:","","Familia:","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","",""
"Código","Descripción","","Stock Fís.","","Punto Ped.","","Stock Obj.","Sección","","Dscr. Sección","","Familia","Dscr. Familia","","",""
"016823","GALL.GOURMET CHOCO.NEG 150G","","-2","","4","","12","AQ ","","ALIM. Y BEBIDAS","","JD ","GALLETAS","","",""
"023033","GALL.FONTANEDA BUENA MARIA 707G","","-1","","3","","6","AQ ","","ALIM. Y BEBIDAS","","JD ","GALLETAS","","",""
"048365","GALL.OREO 220G","","-1","","3","","12","AQ ","","ALIM. Y BEBIDAS","","JD ","GALLETAS","","",""
"068838","GALL.GOURMET BARQUILLO COCO 200G","","-1","","5","","26","AQ ","","ALIM. Y BEBIDAS","","JD ","GALLETAS","","",""
"214378","CEREAL GOURMET RELL.LECHE 500G","","-1","","3","","14","AQ ","","ALIM. Y BEBIDAS","","JE ","CEREALES DESAYUNO","","",""
"085423","CROISSANT GOURMET 400G","","-4","","3","","6","AQ ","","ALIM. Y BEBIDAS","","JF ","PASTELERÍA Y BOLLERÍA ","","",""
"209938","PAN GOURMET MOLDE 15 CEREA.675G","","-2","","3","","7","AQ ","","ALIM. Y BEBIDAS","","JG ","PANADERÍA INDUSTRIAL","","",""
"032792","PASTA GOURMET FIDEO Nº0 ANGEL 500G","","-1","","6","","18","AQ ","","ALIM. Y BEBIDAS","","JH ","PASTAS","","",""
"035399","PASTA GALLO FIDEO Nº0 450G","","-4","","6","","18","AQ ","","ALIM. Y BEBIDAS","","JH ","PASTAS","","",""
"044854","CALDO G.BLANCA NAT.CARNE 1L","","-1","","3","","12","AQ ","","ALIM. Y BEBIDAS","","JK ","SOPAS, CALDOS Y PURES","","",""
"8000691","CALDO G.BLANCA CASER.POLLO NAT.1L","","-67","","3","","12","AQ ","","ALIM. Y BEBIDAS","","JK ","SOPAS, CALDOS Y PURES","","",""
"079508","PRINGLES ORIG.165G","","-44","","4","","19","AQ ","","ALIM. Y BEBIDAS","","JL ","PATATAS FRITAS , CORTEZAS Y OT","","",""
"079510","PRINGLES PAPRIKA 165G","","-15","","4","","19","AQ ","","ALIM. Y BEBIDAS","","JL ","PATATAS FRITAS , CORTEZAS Y OT","","",""
"079513","PRINGLES JAMON 165G","","-14","","4","","19","AQ ","","ALIM. Y BEBIDAS","","JL ","PATATAS FRITAS , CORTEZAS Y OT","","",""
"026514","PASA GOURMET SULTANA 250G","","-1","","3","","8","AQ ","","ALIM. Y BEBIDAS","","JM ","FRUTOS SECOS Y FRUTA SECA","","",""
"026519","COCTEL GOURMET F.SECOS 250G","","-2","","4","","8","AQ ","","ALIM. Y BEBIDAS","","JM ","FRUTOS SECOS Y FRUTA SECA","","",""
"213219","COMIDA GATO MIC&FR.ESTERIL.1,5K","","-3","","2","","8","AQ ","","ALIM. Y BEBIDAS","","JN ","ALIMENTOS ANIMALES","","",""
"211075","MEJILLON CUCA ESCAB. 10/14 RO-120","","-1","","2","","3","AQ ","","ALIM. Y BEBIDAS","","JQ ","CONSERVAS DE PESCADO Y ","","",""
"208983","MERMELADA LA V.FABRICA ALBAR.280G","","-1","","4","","8","AQ ","","ALIM. Y BEBIDAS","","JS ","CONSERVAS DE FRUTAS Y ","","",""
"009621","SALSA DE AJI BOTE 200ML","","-5","","3","","6","AQ ","","ALIM. Y BEBIDAS","","JU ","PLATOS PREP. EN CONSERVA Y ","","",""
"010370","AGUA COCO GOYA 350ML","","-116","","8","","24","AQ ","","ALIM. Y BEBIDAS","","JU ","PLATOS PREP. EN CONSERVA Y ","","",""
"033450","NACHOS ZANUY C/SAL 200G","","-6","","4","","20","AQ ","","ALIM. Y BEBIDAS","","JU ","PLATOS PREP. EN CONSERVA Y ","","",""
"206593","ALUBIA GOURMET PINTA CDA.FCO.400G","","-4","","3","","12","AQ ","","ALIM. Y BEBIDAS","","JU ","PLATOS PREP. EN CONSERVA Y ","","",""
"600984","FABADA ASTURIANA CARRETILLA","","-12","","0","","0","AQ ","","ALIM. Y BEBIDAS","","JU ","PLATOS PREP. EN CONSERVA Y ","","",""
"Infome Artículos Activos Con Stock Negativo","","","","","","","","","","","","","","","",""
"Sección:","","Familia:","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","",""
"Código","Descripción","","Stock Fís.","","Punto Ped.","","Stock Obj.","Sección","","Dscr. Sección","","Familia","Dscr. Familia","","",""
"013171","ACEITUNA GOURMET GAZPACHADA 500G","","-3","","3","","6","AQ ","","ALIM. Y BEBIDAS","","JV ","ACEITUNAS Y ENCURTIDOS ","","",""
"218258","BEBIDA ALPRO ALM.S/AZUC.1L","","-2","","6","","6","AQ ","","ALIM. Y BEBIDAS","","JW ","LECHE LÍQUIDA","","",""
"8000001","LECHE ASTURIANA SEMI 1,5L","","-59","","8","","12","AQ ","","ALIM. Y BEBIDAS","","JW ","LECHE LÍQUIDA","","",""
"8000011","LECHE ASTURIANA ENT.1,5L","","-27","","8","","12","AQ ","","ALIM. Y BEBIDAS","","JW ","LECHE LÍQUIDA","","",""
"8000021","LECHE ASTURIANA ENT.BRICK 1L","","-21","","12","","18","AQ ","","ALIM. Y BEBIDAS","","JW ","LECHE LÍQUIDA","","",""
"8000031","LECHE ASTURIANA SEMI BRICK 1L","","-29","","12","","18","AQ ","","ALIM. Y BEBIDAS","","JW ","LECHE LÍQUIDA","","",""
"030967","HUEVO L 63-73G 6 U.","","-4","","9","","20","AC","","CARNE","","KF ","HUEVOS","","",""
"600799","MORTADELA CON ACEITUNAS CAMPOFRIO ","","-124","","0","","0","AD ","","CHARCUTERIA","","KO ","FIAMBRES","","",""
"096090","MINI STICK FUET CAMPOFRIO 50G/R","","-116","","6","","12","AD ","","CHARCUTERIA","","KS ","FUET","","",""
"SUMA EXPRESS FUENLABRADA","","","","","","","","","","","","","","","",""
"Calle Almeania 4 LOCAL","","","","","","","","","","","","","","","",""
"CP:","28943","","","","","","","","","","","","","","",""
"Telf:","932924824","","","","","","","","","","","","","","",""
"Web:","","","","","","","","","","","","","","","",""
"Email:","","","","","","","","","","","","","","","",""
"Infome Artículos Con Stock a Cero","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","",""
"Código","Descripción","","Stock Físico","","Stcok Pend.","Familia","","Dscr. Familia","","","","","","","",""
"002730","DETERG.MICAL POLVO MALETA ","","0","","0","A5 ","","DETERGENTES ROPA","","","","","","","",""
"040878","DETERG.WIPP GEL 28D","","0","","0","A5 ","","DETERGENTES ROPA","","","","","","","",""
"219771","DETERG.DIXAN POLVO 39D","","0","","0","A5 ","","DETERGENTES ROPA","","","","","","","",""
"207672","ACTIVADOR MICAL LAVADO OXIMAX ","","0","","0","A6 ","","COMPLEMENTOS TRATAMIENTO ","","","","","","","",""
"002211","ABRILL.FINISH 500ML","","0","","0","A8 ","","LAVAVAJILLAS","","","","","","","",""
"044962","LAVAV.FINISH PAST.TODO EN 1 ","","0","","0","A8 ","","LAVAVAJILLAS","","","","","","","",""
"217894","LAVAV. MICAL PAST.TODO EN 1 30U","","0","","0","A8 ","","LAVAVAJILLAS","","","","","","","",""
"006301","LEJIA MICAL 1L","","0","","0","A9 ","","LEJIAS Y DESINFECTANTES","","","","","","","",""
"006154","LIMPIACRISTAL CRISTASOL ","","0","","0","BA ","","LIMPIADORES DEL HOGAR","","","","","","","",""
"007372","LIMPIADOR PRONTO ","","0","","0","BA ","","LIMPIADORES DEL HOGAR","","","","","","","",""
"007535","LIMPIAD.KH7 DESINF.BAÑO ","","0","","0","BA ","","LIMPIADORES DEL HOGAR","","","","","","","",""
"007541","LIMPIADOR PATO WC VERDE 750ML","","0","","0","BA ","","LIMPIADORES DEL HOGAR","","","","","","","",""
"210844","LIMPIADOR BREF WC OCEANO 1U","","0","","0","BA ","","LIMPIADORES DEL HOGAR","","","","","","","",""
"218230","LIMPIADOR TENN ALOE V.1,3L","","0","","0","BA ","","LIMPIADORES DEL HOGAR","","","","","","","",""
"006665","FREGONA MICAL AZUL TIRAS REC.","","0","","0","BB ","","ÚTILES DE LIMPIEZA","","","","","","","",""
"048579","INSECT.RAID HOGAR INTERIOR ","","0","","0","BC ","","INSECTICIDAS PARA EL HOGAR","","","","","","","",""
"215486","INSECT.C.JARDIN LAVANDA 800ML","","0","","0","BC ","","INSECTICIDAS PARA EL HOGAR","","","","","","","",""
"006787","PAPEL HIG.NICKY 2C. 12U","","0","","0","BG ","","CELULOSAS HOGAR","","","","","","","",""
"215748","PAPEL HIG.MICADERM 3C 12U","","0","","0","BG ","","CELULOSAS HOGAR","","","","","","","",""
"011744","CHAMPU H&S MENTOL 235ML+15ML","","0","","0","BH ","","PRODUCTOS CAPILARES","","","","","","","",""
"011746","CHAMPU H&S CITRUS 235ML+15ML","","0","","0","BH ","","PRODUCTOS CAPILARES","","","","","","","",""
"029508","MASCAR.PANTENE REPAR.PROTEC. ","","0","","0","BH ","","PRODUCTOS CAPILARES","","","","","","","",""
"037692","MASCAR.MICADERM CAB.SECO ","","0","","0","BH ","","PRODUCTOS CAPILARES","","","","","","","",""
"037693","MASCAR.MICADERM CAB.RIZADO ","","0","","0","BH ","","PRODUCTOS CAPILARES","","","","","","","",""
"061416","CHAMPU PANTENE CLAS.225ML","","0","","0","BH ","","PRODUCTOS CAPILARES","","","","","","","",""
"061418","CHAMPU PANTENE ","","0","","0","BH ","","PRODUCTOS CAPILARES","","","","","","","",""
"061423","CHAMPU PANTENE RIZOS 225ML","","0","","0","BH ","","PRODUCTOS CAPILARES","","","","","","","",""
"061424","CHAMPU PANTENE ANTICASPA ","","0","","0","BH ","","PRODUCTOS CAPILARES","","","","","","","",""
"061968","CHAMPU ELVIVE COLOR VIVE 370ML","","0","","0","BH ","","PRODUCTOS CAPILARES","","","","","","","",""
"080929","CHAMPU FRUCTIS NOR.360ML","","0","","0","BH ","","PRODUCTOS CAPILARES","","","","","","","",""
"082659","LACA NELLY NOR.400ML","","0","","0","BH ","","PRODUCTOS CAPILARES","","","","","","","",""
"094568","CHAMPU MICADERM CAB.SECO ","","0","","0","BH ","","PRODUCTOS CAPILARES","","","","","","","",""
"094569","CHAMPU MICADERM PRO-V ","","0","","0","BH ","","PRODUCTOS CAPILARES","","","","","","","",""
"215819","GEL GIORGI EXT.FUERTE 170ML","","0","","0","BH ","","PRODUCTOS CAPILARES","","","","","","","",""
"215830","GEL GIORGI FIJADOR CONTROL ","","0","","0","BH ","","PRODUCTOS CAPILARES","","","","","","","",""
"viernes, 12 de septiembre de 2025","","","","","","","","Página","1","","","","","","",""
"Infome Artículos Con Stock a Cero","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","",""
"Código","Descripción","","Stock Físico","","Stcok Pend.","Familia","","Dscr. Familia","","","","","","","",""
"219948","CHAMPU MICADERM ANTICASPA ","","0","","0","BH ","","PRODUCTOS CAPILARES","","","","","","","",""
"002910","GEL GILLETTE AFEI.CALM.SP.200ML","","0","","0","BK ","","PRODUCTOS DE AFEITADO","","","","","","","",""
"003638","ESPUMA GILLETTE PIEL SENS.200ML","","0","","0","BK ","","PRODUCTOS DE AFEITADO","","","","","","","",""
"038211","ESPUMA MICADERM ","","0","","0","BK ","","PRODUCTOS DE AFEITADO","","","","","","","",""
"047868","DENTIF. ORAL B SENS.75ML","","0","","0","BL ","","HIGIENE BUCAL","","","","","","","",""
"080595","DENTIF.COLGATE MAX FRESCH 75ML","","0","","0","BL ","","HIGIENE BUCAL","","","","","","","",""
"003596","DEO.SANEX EXT.CONTROL SP. 200ML","","0","","0","BM ","","PRODUCTOS CORPORALES","","","","","","","",""
"037683","LECHE CORPORAL MICADERM ","","0","","0","BM ","","PRODUCTOS CORPORALES","","","","","","","",""
"079172","JABON HENO DE PRAVIA 3X2 115G","","0","","0","BM ","","PRODUCTOS CORPORALES","","","","","","","",""
"206942","GEL MICADERM DUCHA SPA 750ML","","0","","0","BM ","","PRODUCTOS CORPORALES","","","","","","","",""
"206943","GEL MICADERM DUCHA ","","0","","0","BM ","","PRODUCTOS CORPORALES","","","","","","","",""
"211815","DEO.AXE DARK BLACK SP.150ML","","0","","0","BM ","","PRODUCTOS CORPORALES","","","","","","","",""
"214474","DEO.REXONA ADV.WOMAN AQUA ","","0","","0","BM ","","PRODUCTOS CORPORALES","","","","","","","",""
"214475","DEO.REXONA ADVANCED ","","0","","0","BM ","","PRODUCTOS CORPORALES","","","","","","","",""
"070853","TOALL.DODOT REC.64U","","0","","0","BR ","","DESECHABLES PERFUMERIA E ","","","","","","","",""
"045386","PRESERV.DUREX PLEASURE MAX ","","0","","0","BU ","","PARAFARMACIA","","","","","","","",""
"036022","POTITO HERO BABY ","","0","","0","CG ","","Potitos y platos","","","","","","","",""
"056374","PAPILLA NESTLE MULTICE.255G","","0","","0","CH ","","Papillas","","","","","","","",""
"209881","PAÑAL DODOT SENSITIVE T-1 44U","","0","","0","CL ","","Bragapañal","","","","","","","",""
"209883","PAÑAL DODOT AZUL T-2 3/6K 68U","","0","","0","CL ","","Bragapañal","","","","","","","",""
"016023","CAFE MARCILLA CREME EXPRES ","","0","","0","I4 ","","CAFÉS Y SUCEDÁNEOS","","","","","","","",""
